project_name,file,size,analysis_status
FolicAcid_ScanTesting_27Feb2024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/FolicAcid_ScanTesting_27Feb2024/240227/M05506/AxonTracking/000003/data.raw.h5,8893725799,Not Started
FolicAcid_ScanTesting_27Feb2024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/FolicAcid_ScanTesting_27Feb2024/240227/M07297/AxonTracking/000006/data.raw.h5,12089962915,Not Started
