project_name,file,size,analysis_status
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240627/M07036/AxonTracking/000032/data.raw.h5,532862750,Not Started
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240702/M07036/AxonTracking/000041/data.raw.h5,565603500,Not Started
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240705/M07036/AxonTracking/000049/data.raw.h5,701814286,Not Started
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240709/M07036/AxonTracking/000058/data.raw.h5,571274758,Not Started
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240712/M07036/AxonTracking/000069/data.raw.h5,614748796,Not Started
Human_E_Neurons_T1_06072024,/mnt/ben-shalom_nas/rbsmaxtwo/media/rbs-maxtwo/harddisk20tb/Human_E_Neurons_T1_06072024/Human_E_Neurons_T1_06072024/240716/M07036/AxonTracking/000077/data.raw.h5,584117098,Not Started
