unit_id,analytics_channels_in_template,analytics_template_rect_area,analytics_template_density,analytics_axon_length,analytics_num_branches,analytics_branch_lengths,analytics_branch_channel_density,analytics_branch_orders,analytics_maximum_branch_order,analytics_velocities
539,9430,7871850.0,0.0011979394932576206,641.2938914753345,2,"[641.2938914753345, 350.07445469947316]","[106.88231524588907, 70.01489093989463]","{0: 1, 1: 1}",1,"{0: 140.4149512569732, 1: 121.08720049330297}"
527,13825,7871850.0,0.0017562580587790672,227.84262239029312,1,[227.84262239029312],[45.56852447805862],{0: 1},1,{0: 26.39004338664895}
578,13825,7871850.0,0.0017562580587790672,289.73692816394623,1,[289.73692816394623],[32.192992018216245],{0: 1},1,{0: 63.49531478709851}
497,9426,7871850.0,0.0011974313534937784,207.40721895886472,3,"[207.40721895886472, 378.87992694777546, 439.3320857998271]","[41.481443791772946, 75.77598538955509, 73.22201429997118]","{0: 1, 1: 1, 2: 1}",1,"{0: 45.83057572545445, 1: 40.206919186040246, 2: 78.79292394675049}"
382,10889,7871850.0,0.0013832834721190063,130.87740163083382,4,"[130.87740163083382, 186.3799269477755, 260.2334278716856, 348.0793125338345]","[26.175480326166763, 37.275985389555096, 52.04668557433712, 49.72561607626208]","{0: 0, 1: 1, 2: 1, 3: 1}",1,"{0: 38.74088656640132, 1: 20.889210565313448, 2: 25.73888959858738, 3: 49.42107707827211}"
373,2463,7871850.0,0.00031288705958573904,698.3376022798543,4,"[698.3376022798543, 501.8408340282656, 277.83697736874217, 760.0018736437164]","[77.59306691998381, 100.36816680565312, 55.567395473748434, 76.00018736437164]","{0: 1, 1: 1, 2: 1, 3: 2}",2,"{0: 383.11998526442716, 1: 397.7946879970933, 2: 494.96327661882964, 3: 624.7888059045093}"
478,2469,7871850.0,0.0003136492692315021,605.6426014420239,1,[605.6426014420239],[100.94043357367065],{0: 0},0,{0: 438.23597047369236}
1,13095,7871850.0,0.001663522551877894,511.5189655386461,1,[511.5189655386461],[56.835440615405126],{0: 1},1,{0: 131.54658098342424}
597,9058,7871850.0,0.0011506824952203104,488.0673069182585,2,"[488.0673069182585, 976.4723680574341]","[81.34455115304308, 108.49692978415935]","{0: 1, 1: 1}",1,"{0: 100.57516696310132, 1: 492.14697964257317}"
609,13825,7871850.0,0.0017562580587790672,162.09209668673648,1,[162.09209668673648],[27.015349447789415],{0: 1},1,{0: 249.52954669328645}
443,10519,7871850.0,0.0013362805439636172,460.3496965995954,2,"[460.3496965995954, 588.746711078076]","[65.76424237137077, 98.124451846346]","{0: 2, 1: 1}",2,"{0: 89.3491321575879, 1: 281.35949799654526}"
577,13825,7871850.0,0.0017562580587790672,636.8588249791876,3,"[636.8588249791876, 301.91003427682534, 148.9815788294029]","[57.896256816289785, 50.31833904613756, 29.796315765880582]","{0: 2, 1: 1, 2: 1}",2,"{0: 395.51084665273066, 1: 35.74372060046948, 2: 27.686615455297954}"
81,1005,7835406.25,0.0001282639301567803,404.24273405268013,1,[404.24273405268013],[80.84854681053602],{0: 0},0,{0: 56.77487678633011}
426,13825,7871850.0,0.0017562580587790672,450.31623176741715,2,"[450.31623176741715, 169.89356881873897]","[50.03513686304635, 24.270509831248425]","{0: 1, 1: 1}",1,"{0: 75.18257200799161, 1: 262.4316643854903}"
43,13093,7871850.0,0.001663268481995973,924.4693584872076,5,"[924.4693584872076, 480.50633725438814, 193.94834428021886, 334.32901592031897, 264.3204336136026]","[42.02133447669126, 34.3218812324563, 32.324724046703146, 33.4329015920319, 37.76006194480037]","{0: 1, 1: 2, 2: 1, 3: 2, 4: 1}",2,"{0: 530.6394820191488, 1: 490.25788466537875, 2: 13.974257945889152, 3: 669.8880571543662, 4: 332.7734878485414}"
145,13825,7871850.0,0.0017562580587790672,481.33566613712486,2,"[481.33566613712486, 305.9278442148235]","[40.11130551142707, 61.1855688429647]","{0: 1, 1: 1}",1,"{0: 80.22526179651427, 1: 35.62108049174362}"
385,10145,7871850.0,0.001288769476044386,920.7380883614368,3,"[920.7380883614368, 429.5429377307883, 356.23863847513576]","[102.30423204015965, 85.90858754615766, 71.24772769502715]","{0: 3, 1: 1, 2: 1}",3,"{0: 682.0482133246855, 1: 241.7456039209761, 2: 425.4279551652093}"
604,13825,7871850.0,0.0017562580587790672,289.6482414481446,3,"[289.6482414481446, 290.12699669042456, 314.8757340319537]","[36.20603018101807, 48.35449944840409, 62.97514680639074]","{0: 2, 1: 1, 2: 1}",2,"{0: 580.2431841046399, 1: 439.93790440256413, 2: -687.0410548579031}"
493,5032,7871850.0,0.0006392398229132923,334.8709758483246,3,"[334.8709758483246, 231.38718993618278, 233.70649728644224]","[66.97419516966491, 38.56453165603046, 46.74129945728845]","{0: 1, 1: 1, 2: 1}",1,"{0: 56.42687639315684, 1: 44.247167216931324, 2: -49.9134042470561}"
476,1005,7835406.25,0.0001282639301567803,688.7583110218046,5,"[688.7583110218046, 790.8788438478136, 338.4267961177046, 525.2470780118113, 413.64001886373126]","[98.39404443168637, 112.9826919782591, 67.68535922354093, 105.04941560236225, 82.72800377274625]","{0: 2, 1: 1, 2: 1, 3: 1, 4: 1}",2,"{0: 88.36238453431838, 1: 126.63889081058127, 2: 77.34665528163994, 3: 588.7701853762411, 4: 537.5287614495634}"
617,6506,7871850.0,0.0008264893258890858,731.0966452281314,3,"[731.0966452281314, 433.9440343017661, 370.44816624908617]","[66.46333138437558, 86.78880686035322, 74.08963324981724]","{0: 1, 1: 1, 2: 1}",1,"{0: 298.8913198575611, 1: 96.40811850893587, 2: 77.55723477853272}"
567,13825,7871850.0,0.0017562580587790672,298.1883093429734,5,"[298.1883093429734, 290.1275660571809, 284.0127068189857, 478.8255899656458, 577.3201865227663]","[59.637661868594684, 58.02551321143618, 56.80254136379714, 95.76511799312917, 44.409245117135875]","{0: 1, 1: 1, 2: 1, 3: 2, 4: 1}",2,"{0: 60.063177050772374, 1: 33.890059948083994, 2: 115.48599795935444, 3: 434.3222082145817, 4: 130.00235417717093}"
273,5027,7871850.0,0.0006386046482084898,431.91227190017355,2,"[431.91227190017355, 416.6033904865929]","[86.38245438003472, 59.51477006951327]","{0: 1, 1: 1}",1,"{0: 90.09840219260164, 1: 161.58187861670768}"
534,10155,7871850.0,0.0012900398254539912,497.1549897607763,2,"[497.1549897607763, 510.8518689564883]","[82.85916496012938, 72.97883842235548]","{0: 2, 1: 1}",2,"{0: 244.59312198735276, 1: 53.42749715877368}"
531,13825,7871850.0,0.0017562580587790672,231.78820333316548,5,"[231.78820333316548, 562.5649691089463, 383.59644576669496, 369.4796398962731, 267.759853895551]","[33.1126004761665, 51.14226991899512, 34.87240416060863, 33.58905817238846, 38.25140769936443]","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1}",1,"{0: 614.2398877700839, 1: 59.515893157260095, 2: 528.8502036471947, 3: 547.2141300658451, 4: 480.93495745738073}"
70,13825,7871850.0,0.0017562580587790672,514.9815809165473,2,"[514.9815809165473, 288.697081621748]","[42.915131743045606, 24.058090135145665]","{0: 1, 1: 1}",1,"{0: 790.5627841392376, 1: 298.9020935954538}"
630,3579,7871850.0,0.00045465805369766956,993.9876371454693,4,"[993.9876371454693, 624.412797200052, 533.646126366877, 344.89356881873897]","[76.4605874727284, 104.06879953334199, 66.70576579585962, 68.97871376374779]","{0: 2, 1: 1, 2: 2, 3: 1}",2,"{0: 147.50647200687408, 1: 74.73064343117579, 2: 80.56219541478052, 3: 39.37311695230722}"
110,3195,7871850.0,0.00040587663636883323,943.2777822045073,1,[943.2777822045073],[117.90972277556341],{0: 0},0,{0: 501.6529894948148}
486,2467,7835406.25,0.0003148528514395792,426.41284421430464,3,"[426.41284421430464, 454.44645122545506, 453.6419784699752]","[71.06880736905077, 90.88929024509102, 90.72839569399504]","{0: 2, 1: 1, 2: 1}",2,"{0: 153.1856302352773, 1: 217.40572974005389, 2: 342.5501346977083}"
487,1005,7835406.25,0.0001282639301567803,508.2938178007771,2,"[508.2938178007771, 488.1597894401569]","[84.71563630012952, 97.63195788803138]","{0: 1, 1: 0}",1,"{0: 103.31583222329625, 1: 169.05618964022932}"
543,13825,7871850.0,0.0017562580587790672,540.853106487183,4,"[540.853106487183, 376.4146298813948, 262.66546500233085, 333.4191715867812]","[60.094789609687005, 53.773518554484966, 29.18505166692565, 37.04657462075347]","{0: 1, 1: 1, 2: 1, 3: 1}",1,"{0: 1095.4757981207897, 1: 106.19714827897648, 2: 119.09294149821756, 3: 483.5221675513116}"
615,9791,7871850.0,0.0012437991069443651,698.2181580217324,2,"[698.2181580217324, 567.9313941474267]","[139.64363160434647, 63.103488238602964]","{0: 2, 1: 1}",2,"{0: 731.7027131829685, 1: 137.9295801398802}"
611,9788,7871850.0,0.0012434180021214836,222.4201022307471,2,"[222.4201022307471, 220.0885963944758]","[44.484020446149415, 44.01771927889516]","{0: 1, 1: 1}",1,"{0: 35.13547377146287, 1: 45.37925662011702}"
323,1736,7835406.25,0.00022155839079817974,656.3751806507244,3,"[656.3751806507244, 581.4605472181195, 793.3680488169005]","[109.3958634417874, 96.91009120301992, 132.22800813615007]","{0: 2, 1: 1, 2: 1}",2,"{0: 84.15449562472124, 1: 110.80206569621964, 2: 94.98752572969391}"
388,4665,7871850.0,0.0005926179995807847,488.63122952958753,3,"[488.63122952958753, 505.1787224387103, 316.0543649787785]","[97.72624590591751, 101.03574448774205, 63.2108729957557]","{0: 2, 1: 1, 2: 1}",2,"{0: 364.60036575621353, 1: 62.790092452676085, 2: 66.08797009738096}"
170,7597,7871850.0,0.0009650844464770035,183.60826387464164,1,[183.60826387464164],[30.601377312440274],{0: 1},1,{0: 33.212362384540505}
304,11998,7871850.0,0.0015241652216442133,551.5388885735214,2,"[551.5388885735214, 491.0810204436508]","[110.30777771470427, 98.21620408873017]","{0: 1, 1: 1}",1,"{0: 550.8798526422726, 1: 424.86194745943675}"
602,10896,7871850.0,0.0013841727167057298,464.02257312439036,3,"[464.02257312439036, 550.6869620699657, 545.6888651190724]","[77.33709552073172, 110.13739241399314, 77.95555215986748]","{0: 1, 1: 1, 2: 1}",1,"{0: 240.10422295119557, 1: 258.50463504164594, 2: 384.9823461481735}"
126,13092,7871850.0,0.0016631414470550125,504.8875428219417,2,"[504.8875428219417, 539.0978428445421]","[72.12679183170596, 107.81956856890842]","{0: 1, 1: 1}",1,"{0: 396.3117904509627, 1: 429.08102317147245}"
562,13825,7871850.0,0.0017562580587790672,534.1714308647379,6,"[534.1714308647379, 384.99075645029484, 269.58607107753414, 332.337333736005, 597.2957288745581, 263.43460110285037]","[89.02857181078964, 48.123844556286855, 24.507824643412196, 33.2337333736005, 31.43661730918727, 52.68692022057007]","{0: 2, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1}",2,"{0: 623.1160531579757, 1: 397.4112670627654, 2: 546.5860188531528, 3: 413.4818713881146, 4: 528.0931379276329, 5: 236.43668992104992}"
321,3197,7871850.0,0.00040613070625075427,451.6264103066127,1,[451.6264103066127],[75.27106838443545],{0: 1},1,{0: 156.03794702795628}
544,13825,7871850.0,0.0017562580587790672,338.3163872484662,3,"[338.3163872484662, 361.15896132396745, 278.6314276266511]","[48.3309124640666, 51.59413733199535, 34.828928453331386]","{0: 1, 1: 1, 2: 1}",1,"{0: 51.830627012946834, 1: 39.13553685682536, 2: -156.70406561591795}"
218,1002,7871850.0,0.0001272890108424322,872.5067794408677,3,"[872.5067794408677, 514.7174511718086, 582.1458882326109]","[109.06334743010846, 85.78624186196811, 116.42917764652218]","{0: 2, 1: 1, 2: 1}",2,"{0: 185.78459535677763, 1: 345.79145151420227, 2: 562.4704921165384}"
607,3924,7871850.0,0.0004984851083290459,430.01120428467544,1,[430.01120428467544],[71.6685340474459],{0: 0},0,{0: 176.9053418444148}
579,8693,7871850.0,0.0011043147417697237,542.4528689650655,3,"[542.4528689650655, 577.1681143038163, 336.5526549385137]","[90.40881149417758, 57.71681143038163, 56.09210915641895]","{0: 1, 1: 2, 2: 1}",2,"{0: 80.81637788037033, 1: 101.77179926680914, 2: 81.10831622132315}"
166,10881,7871850.0,0.0013822671925913222,565.5419404582252,1,[565.5419404582252],[80.79170577974647],{0: 0},0,{0: 71.53560518743323}
37,7230,7871850.0,0.0009184626231444958,869.2348154217475,1,[869.2348154217475],[108.65435192771844],{0: 0},0,{0: 537.4202718455631}
42,8697,7871850.0,0.0011048228815335659,353.99756562798405,2,"[353.99756562798405, 843.0753490115886]","[70.7995131255968, 84.30753490115886]","{0: 1, 1: 1}",1,"{0: 57.60183651525328, 1: 134.64632149876735}"
17,1729,7871850.0,0.00021964341292072384,624.014082353674,3,"[624.014082353674, 435.4361611576893, 571.1947535713846]","[104.00234705894566, 62.2051658796699, 81.59925051019779]","{0: 1, 1: 1, 2: 1}",1,"{0: 92.10544047205548, 1: 55.614352657236864, 2: 109.34624567965407}"
601,13825,7871850.0,0.0017562580587790672,186.84083402826565,3,"[186.84083402826565, 429.7512210303028, 167.3109077121396]","[37.36816680565313, 53.71890262878785, 33.46218154242792]","{0: 1, 1: 1, 2: 1}",1,"{0: 810.4604834336823, 1: 580.4645436086771, 2: 22.07616032373829}"
62,1001,7762518.75,0.00012895298964656285,509.8331973028704,2,"[509.8331973028704, 689.7043176285049]","[72.83331390041006, 114.95071960475082]","{0: 1, 1: 1}",1,"{0: 73.03920101924132, 1: 110.66299124529493}"
495,1002,7871850.0,0.0001272890108424322,1342.2232756210856,2,"[1342.2232756210856, 899.2871997889092]","[149.13591951345396, 89.92871997889092]","{0: 1, 1: 1}",1,"{0: 268.89140278264375, 1: 198.8354883899739}"
492,13825,7871850.0,0.0017562580587790672,214.19938558605907,7,"[214.19938558605907, 459.1958535189559, 361.1219140147674, 361.00430934585756, 269.22704898912946, 207.22833692686612, 302.4821652132147]","[35.69989759767651, 91.83917070379118, 60.1869856691279, 60.16738489097626, 38.46100699844707, 41.44566738537323, 37.81027065165184]","{0: 2, 1: 2, 2: 1, 3: 1, 4: 1, 5: 0, 6: 1}",2,"{0: 266.6048846027918, 1: 46.16449526600208, 2: 41.630723710316275, 3: 39.46465202246802, 4: 36.27623743759423, 5: 72.64419163382942, 6: 56.87194880188176}"
631,7962,7871850.0,0.00101145219992759,167.31090771213957,2,"[167.31090771213957, 171.71978600072214]","[33.46218154242791, 34.34395720014443]","{0: 2, 1: 0}",2,"{0: 346.22237978614265, 1: 40.463637161839436}"
5,7962,7871850.0,0.00101145219992759,554.3256107599727,3,"[554.3256107599727, 483.4544102003573, 373.944743949631]","[69.29070134499659, 48.34544102003573, 62.32412399160517]","{0: 1, 1: 1, 2: 1}",1,"{0: 47.671712131061206, 1: 312.21889027480364, 2: 50.756349303069264}"
61,13825,7871850.0,0.0017562580587790672,123.62866428930465,1,[123.62866428930465],[24.72573285786093],{0: 1},1,{0: 20.197719106743158}
582,13825,7871850.0,0.0017562580587790672,440.1771927889516,7,"[440.1771927889516, 244.25480326166763, 120.5111165540218, 203.60223826543927, 303.257041176837, 106.12866428930465, 137.34335934520732]","[44.01771927889516, 48.85096065233353, 24.10222331080436, 25.45027978317991, 50.5428401961395, 21.22573285786093, 27.468671869041465]","{0: 2, 1: 1, 2: 2, 3: 2, 4: 1, 5: 1, 6: 1}",2,"{0: 58.52048533669642, 1: 319.20793070830877, 2: 530.6433214465231, 3: 646.4014681389746, 4: 194.64014803181703, 5: 275.44536248384844, 6: 439.2294233107448}"
183,11630,7871850.0,0.0014774163633707452,222.24294484278485,4,"[222.24294484278485, 612.2259934215316, 307.08024317780047, 919.4138936179446]","[44.44858896855697, 122.44519868430632, 61.416048635560095, 91.94138936179446]","{0: 1, 1: 1, 2: 1, 3: 1}",1,"{0: 97.4111736302645, 1: 159.29250359618115, 2: 97.36666019555614, 3: 238.92460889540575}"
45,1001,7762518.75,0.00012895298964656285,578.3988071528896,1,[578.3988071528896],[82.62840102184137],{0: 1},1,{0: 95.39975971316564}
397,12358,7871850.0,0.0015698978003899973,365.87558670696205,2,"[365.87558670696205, 388.85975964357044]","[73.17511734139241, 48.607469955446305]","{0: 1, 1: 1}",1,"{0: 99.61094036522165, 1: 561.4696133295757}"
250,9792,7871850.0,0.0012439261418853256,331.2355968213645,2,"[331.2355968213645, 475.11750610711476]","[55.20593280356075, 59.389688263389345]","{0: 2, 1: 1}",2,"{0: 71.3054376382555, 1: 89.31850241548723}"
605,13825,7871850.0,0.0017562580587790672,521.089611680731,5,"[521.089611680731, 137.34335934520732, 113.26237921249265, 239.74294484278485, 232.09209668673645]","[30.65233009886653, 27.468671869041465, 22.65247584249853, 34.24899212039784, 38.682016114456076]","{0: 2, 1: 2, 2: 1, 3: 1, 4: 1}",2,"{0: 650.8851945960258, 1: 375.31540667892716, 2: -638.4158614166174, 3: 181.9951806592387, 4: 446.33830871132386}"
360,9053,7871850.0,0.0011500473205155078,256.3799269477755,6,"[256.3799269477755, 237.00606592013844, 346.1980976483224, 245.9692399174048, 417.0137463011325, 184.8109077121396]","[42.729987824629255, 47.40121318402769, 43.2747622060403, 40.99487331956747, 69.50229105018876, 36.96218154242792]","{0: 1, 1: 3, 2: 2, 3: 3, 4: 1, 5: 1}",3,"{0: 40.445995627753774, 1: 43.224438080053346, 2: 64.70009244444242, 3: -52.941173615714845, 4: 47.751027626992, 5: 32.16483803332089}"
556,9802,7871850.0,0.0012451964912949306,398.46090367611384,1,[398.46090367611384],[56.92298623944483],{0: 1},1,{0: 54.71522977568117}
564,13825,7871850.0,0.0017562580587790672,148.26237921249265,2,"[148.26237921249265, 333.5810204436508]","[24.71039653541544, 47.65443149195011]","{0: 1, 1: 1}",1,"{0: 370.36911227387435, 1: 143.3113199381242}"
623,13825,7871850.0,0.0017562580587790672,169.89356881873894,5,"[169.89356881873894, 343.67684401142475, 180.37487631389214, 197.99071613935877, 326.7940075897372]","[24.27050983124842, 68.73536880228495, 25.767839473413165, 32.99845268989313, 36.31044528774858]","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1}",1,"{0: -21.92038440318233, 1: 36.28762143055983, 2: 172.90927530608968, 3: 94.10548721155642, 4: 277.46496455470935}"
537,12356,7871850.0,0.0015696437305080762,324.9884150025114,2,"[324.9884150025114, 1193.2918261264365]","[54.1647358337519, 54.24053755120166]","{0: 1, 1: 3}",3,"{0: 35.546667289532195, 1: 217.87278967665569}"
555,13825,7871850.0,0.0017562580587790672,210.28942951477512,1,[210.28942951477512],[42.05788590295502],{0: 1},1,{0: -17.29761097689297}
526,13825,7871850.0,0.0017562580587790672,438.3033317613146,1,[438.3033317613146],[36.52527764677622],{0: 1},1,{0: 60.65524718990911}
590,12359,7871850.0,0.0015700248353309578,407.43370083280075,2,"[407.43370083280075, 289.9884150025114]","[67.90561680546679, 57.99768300050228]","{0: 1, 1: 1}",1,"{0: 38.98707047862501, 1: 37.61619193079169}"
